Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Students,"There are five students that moved around to other desks.  Their names are Rick, Jane, Sara, Erin, and Henry.
Help the teacher figure out the new seating plan:
Erin likes Henry, so she now sits immediately to his left.
Jane hates Erin, so she now sits 3 seats away from her. (2 in between)
Rick hates to sit near the door, so he now sits at the end.
Sara likes to be at the center of attention, so she now sits in the middle.","Erin
Henry
Sara
Jane
Rick",,2.51,1.15
Opposites 8,"In the following code, each symbol stands for one of five letters.
% stands for W, E, L, T, or O
* stands for E, U, P, M, or N
_ stands for E, J, S, A, or Y
+ stands for I, R, A, S, or G
/ stands for D, K, E, P, or H
The five letter code word, +%_/*, can be translated into two English words that are opposites. What are the two words?",Sleep and Awake.,,2.51,2.2
Marathon,"After a recent marathon, the following was noted.
Alan finished after Simon.
Ian finished after Kevin.
Simon finished after Brian.
Kevin finished before Alan.
Brian finished after Kevin.
Brian finished before Alan.
Simon finished before Ian.
Alan finished before Ian.
Who finished where?","The result was Kevin, Brian, Simon, Alan then Ian.",,2.5,1.44
Getting to Know the Band,"Thad is part of the little known band known as 'The Royal Flush.'  He and his seven buddies each play a different instrument (guitar, bass, drums, keyboard, harmonica, saxophone, trumpet, or miscellaneous percussion).  In addition to each playing an instrument, one member is the lead singer, and two others do backup singing.  From the information given, can you determine who plays what, and who sings lead and who sings backup?
1. Curt absolutely cannot use his voice or breath in any way to contribute to the music of the band - he can't sing, and he can't play the harmonica, saxophone, or trumpet.
2. Only one of the guitar and bass players is singing.
3. The three singers are Ollie (who can't play the keyboard), the drummer (I know drummers aren't renowned for singing, but this one's an exception), and the lead singer.
4. The only reason that Ralph's in the band is because the drummer can't handle all of the percussion; Ralph does misc. percussion, and he doesn't even sing!
5. Neither Eddie nor Pat (who can't sing a note) plays the harmonica.
6. The guitarist isn't a backup singer, nor is the bass player the lead singer.
7. Harry is a fine drummer, and he also plays the trumpet.  But aside from his voice, that's all he can do.
8. Mike has a very good singing voice, but someone had a better one, as Mike is only a backup singer.
9. In case it isn't obvious, nobody who plays the harmonica, saxophone, or trumpet also sings.","Ralph does misc. percussion and doesn't sing (clue 4).  The other non-singers play the harmonica, saxophone, trumpet, and one of the guitar or the bass (clues 2 and 9).  The drummer and keyboard player are singers, but neither of them is Ollie (also a singer, clue 3), so Ollie is the third singer, so the keyboard player is the lead singer (clue 3, only spot left).  Mike sings backup, so he plays the drums (only spot on clue 3), and Ollie sings backup, so he plays the bass (clue 6).  Curt does not sing (clue 1), but does not play the harmonica, saxophone, or trumpet (clue 1); he plays guitar.  Harry plays the trumpet (clue 7, he cannot play the drums).  Neither Eddie nor Pat plays harmonica (clue 5), that is Thad.  Pat cannot sing (clue 5), so he does not play keyboard (lead singer); he plays saxophone, so Eddie sings lead and plays keyboard.  In summary:
Eddie plays the keyboard and sings lead.
Curt plays the guitar.
Ollie plays the bass and sings backup.
Mike plays the drums and sings backup.
Thad plays the harmonica.
Pat plays the saxophone.
Harry plays the trumpet.
Ralph plays miscellaneous percussion.",Figure out which instruments the singers play first.,2.5,2.24
Club Logic,"At Jimbo's school there are 3 clubs: the snooker club, the chess club and the table tennis club.
1. All of the chess players also belong to one or more of the other clubs.
2. No snooker players play chess except for those who also play table tennis.
3. Some table tennis players who don't play chess also play snooker.
Now determine if the following statements are true or false:
A. Some non table tennis players that play snooker also play chess (T or F?)
B. No chess players that also play table tennis play snooker (T or F?)
C. Some non-snooker players who play chess also play table-tennis (T or F?)","A. The answer is FALSE. In terms of the hint given, some non court cards that are hearts are also Kings would be false.
B. The answer is FALSE. In terms of the hint given, no King that is also a court card is a heart would be false.
C. The answer is TRUE. In terms of the hint given, some non-hearts that are Kings are also court cards would be true.","Model this with a deck of cards such that the snooker players are the Hearts, the Chess players are the Kings and the table tennis players are court cards. Thus all Kings are Hearts and/or court cards. No hearts are Kings except for KH which is also a court card. Some court cards that are not Kings are also hearts. Now reinterpret the questions.",2.5,1.76
Inspector Beethoven,"Beethoven needs your help!  Mozart has been killed at a party in a mansion and Beethoven has been called to the case.  The rooms in the mansion are: The Library, The Dining Room, The Music Room, and The Study. Mozart was killed in the Music room.    Schubert, Joplin, Hayden, and Gershwin are the suspects.  Beethoven has figured out that the suspect that was in the Music Room at the time of the murder is the one who killed Mozart.  Find out which suspect was in which room at the time of the murder to figure out the person who killed Mozart!
1. Schubert hated books.
2. Joplin was either eating or practicing piano.
3. Gershwin liked books, but wasn't in the Library.
4. There were two people in the Music Room.
5. Schubert was sick of being called ""Sherbet"" by Joplin, so he left the room Joplin was in.","Schubert murdered Mozart.
Hayden was in the Library.
Joplin was in the Dining Room.
Gershwin was in the Study.
Schubert was in the Music Room.
The second person in the music room was Mozart's dead body!",,2.5,1.8
Opposites 9,"In the following code, each symbol stands for one of five letters.
3 stands for P, L, U, Y, or R
\ stands for E, D, H, M, or G
/ stands for O, W, C, E, or K
1 stands for A, N, I, B, or S
The four letter code word, /13\, can be translated into two English words that are opposites. What are the two words?",Wild and Calm,,2.5,2.3
Opposites 16,"In the following code, each symbol stands for one of five letters.
} stands for C, N, T, E, or M
] stands for O, B, R, M, or K
> stands for I, H, R, E, or C
) stands for A, S, P, D, or Y
The four letter code word, >)]}, can be translated into two English words that are opposites. What are the two words?",Harm and Care,,2.5,2.07
Higher Card,"You find yourself at the Greenjack table. Greenjack is similar to Blackjack, except that it is completely different. It is played with a deck of only 16 cards, divided into 4 suits: Red, Blue, Orange and Green. There are four cards in each suit: Ace, King, Queen and Jack. Ace outranks King, which outranks Queen, which outranks Jack - except for the Green Jack, which outranks every other card. If two cards have the same face value, then Red outranks Blue, which outranks Orange, which outranks Green, again except for the Green Jack, which outranks everything.
Here's how the game is played: you are dealt one card face up, and the dealer is dealt one card face down. The dealer then makes some true statements, and you have to work out who has the higher card, you or the dealer. It's that simple!
Round 1:
You are dealt the Green Ace and the dealer makes three statements:
1. My card would beat any Queen.
2. Knowing this, if my card is more likely to beat yours, then my card is Blue. Otherwise it isn't.
3. Given all of the information you now know, if your card is more likely to beat mine, then my card is a King. Otherwise it isn't.
Who has the higher card, you or the dealer?","The dealer's card is higher: after #1 you know that you have a Green Ace (GA) and the dealer's card can beat any Queen, therefore the dealer must have one of the following cards: RA, BA, OA, RK, BK, OK, GK, GJ. Of these 8 cards, 4 can beat yours, therefore by #2 the dealer can't have a blue card, which means that his card must be one of: RA, OA, RK, OK, GK, GJ. Of these 6 cards your card can beat 3, therefore by #3 the dealer can't have a King, which means he has one of: RA, OA, GJ - all of which can beat your card. Therefore the dealer's card is higher.",,2.5,2.08
Barrel of Wine,"There is a barrel with no lid and some wine in it. ""This barrel of wine is more than half full,"" said Curly.  Moe says, ""No it's not.  It's less than half full.""
Without any measuring implements and without removing any wine from the barrel, how can they easily determine who is correct?","Solution: Tilt the barrel until the wine barely touches the lip of the barrel. If the bottom of the barrel is visible then it is less than half full. If the barrel bottom is still covered by the wine, then it is more than half full.",,2.5,1.83
Fish Market,"Using the listed items, devise a system that will logically determine the missing price.
Trout.................................20
Salmon................................19
Plaice................................16
Mackerel..............................?",13- The numerical value of the first letter!,Think about the first letter,2.5,1.03
Fast Food Folly,"Bob, Sid, Mary, and Kate went out to lunch and, as it happens with fast food, they messed up the order, and put everything in one bag. There are 2 burgers, 2 fries, 3 salads, and 3 drinks. Now Bob, being a 130 lb runt, ate one of everything. Bob also had 2 more items than Mary. Sid did not eat salad as it gave him gas so the others wouldn't let him have any, but he did drink something and had 1 more item than Mary. Mary was a potato rights advocate and would not eat fries, but had one more item than Kate. Kate, believing that the aspartame in the pop would cause her memory loss, didn't drink anything, and fearing ecoli for poorly processed meat, didn't eat a burger. Nobody ate 2 of anything.
So who ate what?","Bob
1 burger
1 fry
1 salad
1 drink
Sid
1 burger
1 fry
1 drink
Mary
1 salad
1 drink
Kate
1 salad",Kate had salad only,2.5,1.78
The Car Park,"Six people go into a store through the underground car park going to floors 1, 2, 3, 4, 5 and 6. Each person goes to a different floor in the same elevator, which goes up stopping at each floor. Eddie's ride is the longest. Angie gets out before Frankie but after Debbie. Charlie gets out first. Barbie leaves before Debbie, who leaves at the third floor.
At what floor does each person leave?","Charlie leaves at the 1st floor.
Barbie leaves at the 2nd floor.
Debbie leaves at the 3rd floor.
Angie leaves at the 4th floor.
Frankie leaves at the 5th floor.
Eddie leaves at the 6th floor.",,2.5,1.09
Opposites 10,"In the following code, each symbol stands for one of five letters.
* stands for K, U, O, G, or V
$ stands for E, G, M, T, or J
) stands for W, H, P, E, or Y
- stands for A, N, I, C, or B
The four letter code word, $-*), can be translated into two English words that are opposites. What are the two words?",Give and Take.,,2.5,2.2
Shoe Factory,"One company had two factories, in different parts of the country, that were making the same style of shoes. In both factories, workers were stealing shoes.
How, without using any security, could that company stop the stealing?","Make one factory make the left shoe, and the other make the right shoe.",,2.5,1.45
Getting Across,"Three people were trying to cross a river.  One of them weighs 100 pounds and the other two weigh 50 pounds each. The only way to get across the river is to take a boat, but the boat can only carry 100 pounds at a time. How did all 3 of them get across the river using the boat?",First the two 50-pound men got on the boat and went across.  Then one of the 50-pound men got off the boat and the other man went back. He got off and the 100-pound man got on and went across. He then went ashore and let the 50-pound man onto the boat.  He went back to get the last man and all ended up safely on the opposite bank.,,2.5,0.92
A Flowery Fiasco,"There was a very young princess who was very beautiful.  Her father thought it was time for her to marry.  He held a series of competitions.  All of the men dropped out, but one, a peasant.  The King was very unhappy about this and he wanted to make sure the peasant could not marry his daughter.  He placed 100 roses in a room.  Only one rose was from their garden.  The rest were fakes.  They all looked and smelled the same.  It was impossible to tell them apart.  The peasant was very wise though, and picked out the correct rose.  How did he do it?",He let a bee fly in through the window and the bee went to the only flower with pollen.,e didn't do it he had help from an animal.,2.5,1.81
Eliza Pseudonym and the Quintuple Feature,"Eliza Pseudonym and four of her friends recently went to the local movie theatre to watch five new movies together. After each movie, the five friends discussed what they thought, and rated each movie on a scale of one to five stars (with one star being the worst, and five being the best). To their astonishment, not only did no two movies get the same rating from the same moviegoer, but no two of the moviegoers gave the same movie the same rating! From the clues below, determine what rating each friend gave each movie. (Note: There were no fractional star ratings.)
1. Delilah's least favorite film was ""Nanos: The MP3 Players of Fate"", which wasn't Barbra's favorite film.
2. The woman who liked ""Maybe Geniuses"" the least didn't give ""Nanos: The MP3 Players of Fate"" a two-star rating.
3. ""You Got Curved"" was poorly received by Anna (who gave it a one-star rating) and Carla (who gave it a two-star rating).
4. Anna gave ""Maybe Geniuses"" precisely one more star in its rating than she did for ""Nanos: The MP3 Players of Fate"".
5. Barbra gave ""Giggly"" exactly twice as many stars as did the viewer whose least favorite film was ""Shoegirls"".
6. Carla didn't give ""Maybe Geniuses"" a four-star rating.","Each woman's ratings, from least favorite (*) to favorite (*****):
Anna: You Got Curved (*), Nanos: The MP3 Players of Fate (**), Maybe Geniuses (***), Shoegirls (****), Giggly (*****)
Barbra: Maybe Geniuses (*), Shoegirls (**), Nanos: The MP3 Players of Fate (***), Giggly (****), You Got Curved (*****)
Carla: Giggly (*), You Got Curved (**), Shoegirls (***), Nanos: The MP3 Players of Fate (****), Maybe Geniuses (*****)
Delilah: Nanos: The MP3 Players of Fate (*), Maybe Geniuses (**), Giggly (***), You Got Curved (****), Shoegirls (*****)
Eliza: Shoegirls (*), Giggly (**), You Got Curved (***), Maybe Geniuses (****), Nanos: The MP3 Players of Fate (*****)",,2.5,2.31
Test Scores,"Bob shows his test score to John, Marty, and Shana, but they keep theirs hidden. John thinks, ""At least two of us have the same score."" Marty thinks, ""I didn't get the lowest score."" Shana thinks, ""I didn't get the highest score."" In what order did John, Marty, and Shana score from lowest to highest?","Lowest: Shana
Middle: John
Highest: Marty",,2.5,1.18
Father's Son,Who is your father's only son's brother's uncle's wife's daughter's brother's father's son?,"No-one, an only son cannot have a brother, although they may have a sister.",,2.5,1.18
Captain John's Journey (part 3),"After finding a lost map, escaping a city, and navigating around rocks, Captain John has ended up on the distant island that holds a sacred treasure.
Noticing there are mountains in certain places of the island, Captain John is once again in a situation. He must find a path to the X that marks the spot where the treasure is without passing over a mountain, as he can't get over one.
With what Captain John knows about the island, can you figure out where the nine things in a 3-by-3 grid go,(Crew, X (treasure), 3 mountains, and 4 trails) and go in the right path to the X without passing over a mountain?
1. The second column is the only column or row in which two mountains are next to each other.
2. The crew only walks diagonally one time on the trail.
3. The X does not have any part of the trail in its row.
4. The crew is above the mountain in their column.
5. At least one of the mountains are only next to a path immediately vertical and horizontal to it.","The items on the island go as followed:
Crew l Moun. l X
Trail l Moun. l Trail
Moun. l Trail l Trail
The trail that Captain John and his crew should follow, is as followed starting at 1 and ending at 6.
1 l X l 6
2 l X l 5
X l 3 l 4",,2.5,2.28
Continents,"What's similar about the names of these continents?
Asia
Africa
Australia
Antarctica
Europe",They all start with the same letter that they end with.,,2.49,0.98
Pencil Patterns,"Cathy, Deena, Jeff, Pete, and Sara are collecting and trading pencils. When they began, each person had 5 pencils of the same pattern. Each person's pencils were a different pattern from everyone else's pattern. Anyone who got a pencil in a trade kept that pencil. This is what happened:
Jeff began with 5 cartoon pencils and traded pencils with Pete, Cathy, and Deena.
Sara began with 5 solid colored pencils, including 3 solid orange and 2 solid green. She traded 1 orange pencil with each other girl and 1 green pencil with Pete.
Cathy had 5 pencils illustrated with horses. They were her favorite, so she only traded with Jeff and Sara, and kept the rest of her pencils.
Pete exchanged 1 of his striped pencils for a polka-dot pencil.
What combination of pencils does each person have at the end of the trades? Include the color if the information is given.","After trading, each person has the following pencils:
Jeff: 2 cartoon character, 1 striped, 1 horse, and 1 polka dot
Pete: 1 cartoon character, 1 solid green, 1 polka-dot, and 2 striped
Cathy: 1 cartoon character, 1 solid orange, and 3 horse
Deena: 1 cartoon character, 1 solid orange, 1 striped, and 2 polka-dot
Sara: 1 solid orange, 1 solid green, 1 striped, 1 polka-dot, and 1 horse",,2.49,2.0
Birthday Present,"It's a simple little game, in which one of your friends is having a birthday party, and other students will have to give a birthday present. If your friend accepts the gift, the student will then be allowed to come to the birthday party.
Your Friend: ""What will you give to me?""
Kimberly: ""I'll give you a necklace.""
Your Friend: ""Nope. You're not invited. Next?""
Ryan: ""I'll give you a roasted chicken as an addition for the dinner.""
Your Friend: ""Okay then, you're invited. Next?""
Lizz: ""I'll give you a lighter.""
Your Friend: ""I don't smoke, but you're invited anyway. Next?""
Now it's your turn. So what should you give to your friend so he/she will invite you?","Any gift is fine, as long as the first letter of the thing you're going to give to your friend is the same with your name. So if your name starts with A, give him/her something that starts with the letter A.","Remember what each person gives, and what gifts get them invited.",2.49,1.78
Four Boxes,"There are four boxes: one brown, one black, one green, and one white. One box is labelled ""15 cents"", one is labeled ""20 cents"", one is labeled ""25 cents"", and one is labeled ""30 cents"". One contains three nickels, one contains three dimes, one contains two nickels and a dime, and one contains two dimes and a nickel. All four boxes are mislabeled.
If a perfect logician who knows all of the above...
1. looked at the label on the brown box and saw two nickels in the box, he would know what the third coin is.
2. looked at the label on the black box and saw two dimes in the box, he would not know what the third coin is.
3. looked at the label on the green box and saw one nickel and one dime in the box, he would know what the third coin is.
What are the labels and contents of each box?","The brown box is labeled ""20 cents"" and contains 15 cents, the black box is labeled ""15 cents"" and contains 30 cents, the green box is labeled ""25 cents"" and contains 20 cents, and the white box is labeled ""30 cents"" and contains 25 cents.
From fact 1, we know that there are at least two nickels in the brown box, so there are either 15 cents or 20 cents. If the box was labeled ""25 cents"" or ""30 cents"", the value of the third coin would be indeterminate, so the box must be labeled ""15 cents"" or ""20 cents"", and the contents of the box are 15 cents if the box is labeled ""20 cents"", and vice versa.
From fact 2, we know that there are at least two dimes in the black box. But since the third coin is indeterminate, the box must be labeled ""15 cents"" or ""20 cents"", implying that there is at most one dime. So the brown box and the black box must be labeled ""15 cents"" and ""20 cents"" in some order.
From fact 3, we know that there is at least one nickel and at least one dime in the green box. Since the third coin is determinate, we know that the label of the box is either ""20 cents"" or ""25 cents"". But since we have determined that the box labeled ""20 cents"" is either brown or black, the green box must be labeled ""25 cents"" and contain 20 cents.
Since the brown box cannot contain 20 cents, it must contain 15 cents and be labeled ""20 cents"", while the black box must be labeled ""15 cents"". This leaves only the white box's label: ""30 cents"".
The box containing 30 cents cannot be the white one, so it must be the black one, and the white box must contain 25 cents.","3 nickels=15 cents.
2 nickels and 1 dime=20 cents.
2 dimes and 1 nickel=25 cents.
3 dimes=30 cents.",2.49,1.29
Wood-cutting Machines,"In a wood-cutting factory, four large sawing machines stand in a windowless room. Each machine has an on/off switch attached, there being no doubt as to which switch controls which machine. Outside the door to the room are four back-up on/off switches, one for each machine inside. The power for each machine must first pass through the back-up switch, and then the machine switch before reaching the saw. The problem is, the new manager cannot decide how these back-up switches match with the machines inside the room. One day, the manager's brother visits. The manager takes him inside the sawing room where all four machines are at work and explains the problem. The brother announces that he intends to leave the room and that when he returns he will be able to match correctly the four switches outside the room to the four machines inside. The brother works alone, cannot see the machines from outside the room and solves the problem purely by operating switches. How is it possible?","Turn two machine switches off, go outside the room and, by listening, test all six combinations of two back-up switches to find which two match the two ""machine-on"" switches inside the room. Only one of the six combinations of two back-ups gives complete silence when switched off and these ""machine-on"" back-ups match the two ""on"" in the room. Now, before returning to the room, leave one ""on"" off and one ""off"" on leaving the other ""on"" on and ""off"" off, that is, only two switches are activated. Back inside the room, we can now match the switches by seeing which ""on"" machine is now off and which ""off"" is now on (when we activate its switch).",,2.49,2.64
"I Like Oranges, But Not Peanuts....","I like oranges, but I do not like peanuts. I like apples, but I do not like pineapples. I like pears, but I do not like grapes. Will I like cherries or strawberries?","I only like foods that are grown in trees, so I will like cherries and not strawberries.",Consider where each of the foods grow.,2.49,1.39
Where's the Gold?,"Two boxes are labeled ""A"" and ""B"". The sign on box A says, ""The sign on box B is true and the gold is in box A"". The sign on box B says, ""The sign on box A is false and the gold is in box A"". Assuming there is gold in one of the boxes, which box contains the gold?
1) Box A
2) Box B
3) You can't determine from the information given.","3) You can't determine from the information given.
The sign on box A says, ""The sign on box B is true and the gold is in box A"". The sign on box B says, ""The sign on box A is false and the gold is in box A"". The following argument can be made: If the statement on box A is true, then the statement on box B is true, since that is what the statement on box A says. However, the statement on box B states that the statement on box A is false, which contradicts the original assumption. Therefore, the statement on box A must be false. This implies that either the statement on box B is false or that the gold is in box B. If the statement on box B is false, then either the statement on box A is true (which it cannot be) or the gold is in box B. Either way, the gold is in box B.
However, there is a hidden assumption in this argument, namely, that each statement must be either true or false. This assumption leads to paradoxes; for example, consider the statement: ""This statement is false."" If it is true, it is false; if it is false, it is true. The only way out of the paradox is to deny that the statement is either true or false and label it meaningless instead. Both of the statements on the boxes are therefore meaningless and nothing can be concluded from them.",,2.49,2.0
Three Strikes,"I was having trouble sleeping last night and I tossed and turned well into the night. Our local town hall has a clock which strikes on the hour and also strikes just once on the half hour. During one of my more awake moments I heard the clock strike once, but I could not tell what time it was. Half an hour later it struck once again, but I still could not tell what time it was. Finally, half an hour later it struck once again and I knew what the time was. What time was it?",1.30 in the morning. The first single strike was at 12.30.,,2.49,1.17
Untouchables,"One day, 4 groups of people meet together to hold a meeting. There are 3 representatives from each group.
The groups are: KINGS, QUEENS, RELIGIOUS FIGURES and STOOGES.
Among the KINGS are: James, Saul and Henry.
Among the QUEENS are Victoria, Elizabeth and Candace.
The RELIGIOUS FIGURES consist of the Pope, Mother Teresa and Gandhi.
The STOOGES, of course, are none other than Moe, Larry and Curly.
The Stooges decide to play a game with the rest of the group. The game is called Untouchable. The Stooges start the game by tapping certain ones on the shoulder a specific number of times. The object of the game is for the other groups to figure out the pattern the Stooges set (that is, why they tap certain individuals a certain number of times), and to follow the pattern they set.
The only stipulation to the game is that people belonging to the RELIGIOUS FIGURES group do not tap anyone; however, they can be tapped.
The shoulder taps occur this way, starting with the Stooges (who originated the pattern):
Moe taps James, Gandhi, the Pope  and  Saul twice each.
Larry taps Henry, and Curly once each.
Curly taps Henry and Larry once each.
(The KINGS catch on and do the following):
James taps the Pope, Saul, Gandhi and Moe twice each.
Saul taps Gandhi, Moe and James and the Pope twice each.
Henry taps Larry and Curly once each.
(The QUEENS catch on and do the following):
Elizabeth and Victoria tap each other four times each.
Question:
Who are the untouchables?","The pattern set by the Stooges is that each one taps the person with the same number of vowels in their name, one tap for every vowel.
Queen Candace only has 3 Vowels, and Mother Teresa has 5. Neither of them have a counterpart with the same number of vowels. They would, therefore be the untouchables.",,2.49,2.66
Clever Thief,In olden days you are a clever thief charged with treason against the king and sentenced to death. But the king decides to be a little lenient and lets you choose your own way to die. What way should you choose?,Old age. (Natural causes would work as well.),,2.49,1.19
If There's a Camel,"Every year during his birthday, the Sultan sponsors 3 camel races with the following prizes (listed in order 1st, 2nd, 3rd):
RACE A
$500
300
100
RACE B
$250
150
75
RACE C
$150
100
50
$500 bonus for winning all 3 Races. (SLAM)
$200 bonus for winning 1st, 2nd, and 3rd in any one Race (SWEEP).
ALI BOBO tells you that he owns the 3rd (""Aluminum""), 6th(""Boron""), and 9th(""Copper"") fastest camels. He concedes that KAREEM owns the 1st, 4th, and 7th fastest camels, while SHARIF has the 2nd, 5th, and 8th fastest entries. There are other owners but with far inferior camels.
The Rules
a. Maximum 3 camels per owner.
b. A camel can run only in one race.
c. An owner may enter his camels all in one race or distribute them as he desires.
Last year ALI BOBO's camels won third place in each of the 3 Races. His gross winnings amounted to $225.
ALI BOBO wants a risk-free strategy to increase his total winnings.
QUESTION: What should be ALI BOBO's strategy?","Ali Bobo must enter Copper in Race A, Aluminum in Race B, and Boron in Race C.
SCENARIOS
1. Kareem defends his Slam and fields his camels in RACES A,B, and C according to their speed. Shariff follows that same strategy.
ALI's Aluminum will win in Race B over the K(4th) and S(5th). Boron will win in Race C over K(7th) and S(8th). Copper will still place 3rd in Race A. Total Winnings $500.
2. Kareem defends his SLAM. Shariff follows Ali's strategy.
Aluminum will place second to S(2nd) in Race B. Boron will place second to S(5th) in Race C. Copper will place third to K(1st) and S(8th). Total winnings: $350.
3. Kareem loses his mind and does not go for the grand slam. He enters his 3 camels in Race A. Shariff follows his strategy in Scenario 1.
Copper will not win anything in Race A. Aluminum will win in Race B. Boron will win in Race C. Winnings: $400.
4. Same as Scenario 3 but Shariff has same strategy as Ali.
Copper loses in Race A. Aluminum places second in Race B. Boron places second in Race C. Winnings $250.
5. Kareem camels all in Race A. Shariff's all in race B.
Copper loses in Race A. Aluminum still places second in Race B. Boron wins in Race C. Winnings $300.
6. Kareem defends his slam. Shariff camels all in race B.
Copper will place second in Race A. Aluminum will still be second in Race B. Boron will win over K(7th) Winnings:$600.
7. Kareem and Shariff has same strategy as Ali.
Copper will be third, Aluminum will be third. Boron will be third. Winnings:$225. Same as last year.
There are other scenarios but with the strategy with the worst case scenario for Ali is $225.",Sometimes we must sacrifice some battles to win the war.,2.49,2.91
Clothing Store,"There is a clothing store in Winnipeg. The owner has devised his own method of pricing items. A vest costs $20, socks cost $25, a tie costs $15 and a blouse costs $30. Using the method, how much would a pair of underwear cost?",At $5 a letter you'd be charged $45 for underwear.,,2.49,1.45
Opposites 34,"In the following code, each symbol stands for one of five letters.
L stands for E, F, O, B, or X
F stands for K, N, V, D, or A
R stands for C, W, Y, O, or E
! stands for S, A, J, T, or R
O stands for H, L, M, R, or S
The five letter code word, ROFL!, can be translated into two English words that are opposites. What are the two words?",Chaos and Order.,,2.49,2.22
Class Photo 3,"Stacey's class picture has 35 photos arranged in a 7 x 5 grid.  The photos in the top row are numbered 1 through 7 from left to right, with the photos in the remaining rows similarly numbered.  Given the following clues (bordering includes horizontal, vertical, and diagonal), where is Stacey's picture?
X X X X X X X (1 - 7)
X X X X X X X (8 - 14)
X X X X X X X (15 - 21)
X X X X X X X (22 - 28)
X X X X X X X (29 - 35)
1) Stacey and her two best friends, Rhonda and Teresa, are located along a straight line (horizontally, vertically, or diagonally).  However, Stacey does not border either Rhonda or Teresa.
2) The sum of the three positions (Stacey, Rhonda, and Teresa) is a prime number.
3) There are 18 boys and 17 girls.
4) Boys are not located at positions that are square numbers or cube numbers.
5) Girls are not located at positions that are prime numbers.
6) The sum of the positions where boys are located is less than the sum of the positions where girls are located.
7) There are no more than four girls in any row.
8) There are at least two girls in each column.
9) There are no more than three girls in any diagonal.","A) Boys are located at the following positions (clue 5): 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, and 31.  Girls are located at the following positions (clue 4): 1, 4, 8, 9, 16, 25, and 27.
B) A boy must be at position 33 (clue 9).  Girls must be at positions 10, 24, 12, and 26 (clue 8).
C) Boys must be at positions 14, 22, and 28 (clue 7).  A boy must be at position 32 (clue 9).
D) Two boys still need to be placed.  To satisfy clue 9, they must be among the following three positions: 6, 18, and 30.  The summation of all positions (1 through 35) is 630.  To satisfy clue 6, the sum of the positions for boys must be less than one-half of 630, or less than 315.  The 15 boys already placed have a position sum of 289.  To satisfy clue 6, the remaining two boys must add no more than 25.  This means that the last two boys must be placed at positions 6 and 18, producing a total of 313.  Girls occupy the remaining positions (15, 20, 21, 30, 34, and 35).
Step A       Step B       Step C       Step D
GBBGBxB      GBBGBxB      GBBGBxB      GBBGBBB
GGxBxBx      GGGBGBx      GGGBGBB      GGGBGBB
xGBxBxx      xGBxBxx      xGBxBxx      GGBBBGG
xBxGxGx      xBGGGGx      BBGGGGB      BBGGGGB
BxBxxxx      BxBxBxx      BxBBBxx      BGBBBGG
Stacey, Rhonda, and Teresa occupy positions that sum to a prime number (clue 1).  The only sets of three positions that sum to a prime number are:
8, 9, 12 (sum 29)
9, 10, 12 (sum 31)
Per clue 1, Stacey does not border either Rhonda or Teresa.  With either set, Stacey is at position 12.",,2.49,2.96
Three Suspects,"There were 3 suspects for a crime. One is the robber, who only tells lies, one is the accomplice, who tells both truth and lie. Finally there is the innocent who tells only truths. Here is their statements about their jobs:
A: I'm a clerk, B is a taxi driver, C is a barber.
B: I'm a doctor, A, ah, you must ask him. For sure he'll say he's a clerk. C is an employee of Bai Huo Company.
C: I'm an employee of Bai Huo Company, A is the barber, and B is a taxi driver.
Who is the robber?","A is the robber. All of his statements are lies.
B is the innocent man.  He meant that A would SAY he's a clerk, not he IS.
C is the accomplice.  His first statement is the truth, his second statement could be the truth or a lie (it doesn't matter), and his third statement is a lie.","The part where B says ""for sure"" has nothing to do with the answer. But the part where  he says ""for sure he would say"" has.",2.49,2.19
Three Women,"Of the three women lunching together, Melanie is older than the woman with black hair, but younger than the bookkeeper. The computer operator is the doctor's younger sister. Rebecca is younger than the brunette, and Debbie is older than the blonde. What color is each woman's hair, how old is she compared to the others, and what is her profession?",Melanie is the blonde doctor. Rebecca is the black-haired computer operator and is the youngest. Debbie is the brunette bookkeeper and the oldest.,,2.49,1.7
Opposites 27,"In the following code, each symbol stands for one of five letters.
- stands for E, O, L, C, or W
= stands for J, K, U, R, or S
* stands for B, O, P, F, or C
+ stands for D, G, I, M, or A
/ stands for F, N, H, E, or R
The five letter code word, */+-=, can be translated into two English words that are opposites. What are the two words?",Order and Chaos.,,2.49,2.42
The See-Saw,"On one side of a balanced see-saw is an ice cube, on the other side is a basketball. The ice cube and the basketball have the same weight.
Questions:
1. Which side will the see-saw tilt toward first?
2. Which side will the see-saw tilt toward at the end?","1. The see-saw will tilt toward the basketball first after the ice has melted a bit. The water won't be able to stay on the see-saw, so that side's lighter.
2. The see-saw will balance out in the end, because the basketball will roll off after it tilts towards it, and the ice will melt entirely and the water will run off and/or evaporate. So there will be nothing on the see-saw at the end.",,2.48,1.28
55 Cents,"A man holds out his closed fist and says: ""I am holding two coins in my hand. The sum of these coins comes to exactly 55 cents. One of the coins is not a nickel. Can you tell me the value of each of the coins?""",The coin that is not a nickel is a half dollar. The other coin is a nickel.,A  nickel is worth 5 cents.,2.48,1.1
