Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Threes and Fours,"Which is the smallest natural number that satisfies the following conditions:
(1) Its digits consist of, and only of 3's and 4's.
(2) Its digital sum is divisible by 3 and 4.
(3) The number itself is divisible by 3 and 4.","From conditions 1 and 2, we know that we need at least 3 4's and 4 3's.
The smallest number they make is 3333444, which is divisible by 3 and 4.
Therefore, the number we're looking for is 3333444.",It's very easy.,2.35,2.45
Keys and Locks,"Each key fits only one lock. There are ten locks and their keys in some order. How many times, in the worst case, do you have to try to match each lock with each key?","To determine the first lock you need 9 tries, if none of them fits, then the last key fits.
To determine the second lock you need 8 tries, and so on.
9+8+7+6+5+4+3+2+1=45.",It's not 55.,2.35,1.66
Rattlesnake Jake,"It's time to paint the Big Barn, and Paul has enlisted the help of ""Rattlesnake"" Jake, his rancher neighbor from across the Snake River. Jake is feelin' a mite achy, having spent the previous day bustin' some broncs, so it takes him six hours to paint one wall. Paul plans to spend some time with Miss Rosy Boa later in the afternoon, so he gets his wall done in three hours. Assuming all the walls are the same size, how much time would it take Paul and Jake to complete another wall while working together at their previous pace?","2 hours.
Breaking down the job on an hourly basis, Paul can finish 1/3 of the job in an hour, while Jake completes 1/6 of the wall in the same hour. Working together, they will complete 1/3 plus 1/6 (or 1/2) of the wall in one hour, and finish the job in two.",,2.35,1.7
Community Garden,"Bryce, Duane, Julianna, and Sonya share a 40 feet by 48 feet rectangular portion of the community garden in their neighborhood. Within this space, each has their own rectangular garden plot.
Bryce is the only one with a square plot. Its area is 1/2 the area of Duane's.
The area of Bryce's plot is 2/3 the area of Julianna's garden. Their plots have one side in common.
Sonya's garden has an area twice that of Julianna's garden.
What are the dimensions (length and width) of each person's garden plot?","Bryce's garden is 16 ft by 16 ft (with an area of 256 square feet).
Duane's garden is 32 ft by 16 ft (with an area of 512 square feet).
Julianna's garden is 24 ft by 16 ft (with an area of 384 square feet).
Sonya's garden is 24 ft by 32 ft (with an area of 768 square feet).",,2.35,2.11
Father of the Brides,"The wedding reception was winding down as Bill Johnson, the father of the bride, held forth to anyone who was left to hear his report on the fiscal damages.
""That's the last one married off - thank goodness!   That's been one wedding a year for the last four years I've had to pay for.  Alice got married three years ago, then Barbara, Cheryl, and now Denise.  They've all gotten married on the same day, June 30th, for some reason, and each girl had to have her three sisters as the bridesmaids, but could they share a color scheme?  No - each one had to have her own colors. God forbid they should be able to reuse the bridesmaids' dresses, let alone share a wedding dress.  Alice tried to persuade Denise to reuse her color scheme, but Denise said she had lived with her older sister's hand-me-downs long enough.
Funny thing, though - each bride managed to get married when her age was just the same as the sum of the digits of the ages of her three sisters.   You don't see that every day, I bet.  But why couldn't they share something that costs money instead of this trivia?""
Bill didn't mention how old his daughters are, but he's given us enough information to work out all four ages.  How old are they?","Alice is 27, Barbara is 28, Cheryl is 20, and Denise is 21, 21 = 2+7+2+8+2+0.
A year ago, they were 26, 27, 19, and 20, 19 = 2+6+2+7+2+0.
Two years ago, they were 25, 26, 18, and 19, 26 = 2+5+1+8+1+9.
Three years ago, they were 24, 25, 17, and 18, 24 = 2+5+1+7+1+8.
You can solve this one by trial and error (particularly with the hint), but you can also use the fact that any non-negative integer is congruent to the sum of its digits, mod 9.  If a, b, c, and d are the present ages of the four women, that gives us four linear congruences:
d = a + b + c (mod 9)
c-1 = (a-1)+(b-1)+(d-1) (mod 9)
b-2 = (a-2)+(c-2)+(d-2) (mod 9)
a-3 = (b-3)+(c-3)+(d-3) (mod 9).
Solving for the four variables, we get: a=0, b=1, c=2, d=3 (all mod 9).  It remains to find four integers congruent to these numbers that will satisfy the digit addition property.   If you use the age restriction in the hint, you can omit some of the following analysis, but I present it here in full to show that the solution is truly unique even without the hint.
If we go back 3 years to Alice's wedding, we have: a-3=6, b-3=7, c-3=8, and d-3=9 (mod 9).  Now all numbers less than 79 that are congruent to 7 also have a digit sum of 7, and likewise numbers congruent to 8 less than 89 have a digit sum of 8, and numbers congruent to 9 (except 0) less than 99 have a digit sum of 9.   We can rule out  such high ages, because each woman must have a turn being the sum of her sister's ages' digits, and the maximum sum of digits for three ages less than 199 is 54 (for 99, 99, and 99).  Likewise, we can rule out zero as a valid age for Denise three years ago, because she needs to have an age now that can be the sum of the digits of three other valid ages.  So Alice three years ago must have been 7+8+9=24, making her 27 now.
Now go back 2 years to Barbara's wedding.  Alice we now know was 25.  Cheryl's age was congruent to 9 (mod 9), so she must have had a digit sum of 9.  Denise's age was congruent to 1 (mod 9), so she must have had a digit sum of 10 unless she was 10 years old herself (we have previously ruled out 1 as a valid age). But if Denise was 10, then Barbara would have been 17 two years ago, and this year Alice and Barbara together would be contributing 2+7+1+9 = 19 years to Denise's age, contradicting the assumption that she was 10 two years ago.  So Denise had a digit sum of 10 two years ago, and Barbara was therefore 2+5+9+10=26 at the time of her wedding, hence 28 now.
Now consider Cheryl's wedding last year.  Alice was 26 and Barbara was 27.  Denise's age was congruent to 2 (mod 9), so she must have had a digit sum of either 2 or 11.  If it was 11, then Cheryl would have been 11+2+6+2+7=28 then, making her 29 now.  But then Denise would have to be 2+7+2+8+2+9=30 now to Alice's 27, contradicting the information that Alice was her older sister.  So Denise's digit sum must have been 2 last year, making Cheryl 19 then, and Denise 21 now.","1. Any non-negative integer is congruent to the sum of its digits, mod 9.  (They have the same remainder when divided by 9.)
2. Each daughter was between 17 and 33 at the time of her wedding.",2.35,3.0
Generous Grandpa,"Grandpa was feeling generous, so he gave
$100 to his five grandchildren. Starting
with the youngest, each got $2.00 more than the next younger one. In other words, the youngest got one sum, the next got $2.00 more, and so on.
How much did the youngest grandchild get?",$16,,2.34,1.28
Poster Kingdom,"POSTER PRICES:
12"" x 18"" posters cost $7
24"" x 36"" posters cost $9
41"" x 20"" posters cost $11
The Poster Kingdom is offering a special sale on their posters: ""Buy two posters, and take a dollar off one of the posters."" Kathy, Lauren, Joe, Travis, and Shirley each bought two posters and spent a total of $85.
Shirley bought two different-size posters, but they were not the same combination as those Travis or Kathy bought.
Kathy spent $17 on two different-size posters.
The two posters Travis bought cover 1,080 square inches.
Lauren spent the most, purchasing two posters of the same size.
How much money did each person spend, and what size posters did they buy?","Kathy's posters were 12"" x 18"" and 41"" x 20"". She spent a total of $17.
Lauren's posters were both 41"" x 20"". She spent a total of $21.
Joe's two posters were 12"" x 18"". She spent a total of $13.
Travis' posters were 12"" x 18"" and 24"" x 36"". He spent a total of $15.
Shirley's posters were 24"" x 36"" and 41"" x 20"". She spent a total of $19.",Try working backwards.,2.34,1.97
Kebab Farmer,"In the legendary country of MADADIA, there once lived a kebab farmer. One day, he had 1000 freshly grown Kebabs to package and 10 empty boxes into which to put them.
He asks his assistant Norris O'Cabbage to place all the one thousand Kebabs in all the 10 boxes in such a manner that if a customer asks for any number of Kebabs from 1 to 1000, Norris should be able to pick them in terms of boxes.
How did Norris O'Cabbage place all the Kebabs among the ten boxes, given that any number of freshly harvested Kebabs can be put in one box.","1, 2, 4, 8, 16, 32, 64, 128, 256, 489
Let's start from scratch.
The Kebab farmer can ask for only 1 Kebab, so one box must contain 1 Kebab.
He can ask for 2 Kebabs, so one box must contain 2 Kebabs.
He can ask for 3 Kebabs, in which case box one and box two will add up to 3 Kebabs.
He can ask for 4 Kebabs, so one box, i.e. a third box, must contain 4 Kebabs.
Now using box number one, two and three containing 1, 2 and 4 Kebabs respectively, Norris can give up to 7 Kebabs. Hence, the fourth box must contain 8 Kebabs.
Similarly, using first four boxes containing 1, 2, 4 and 8 Kebabs, Norris can give up to 15 Kebabs. Hence, the fifth box must contain 16 Kebabs.
You must have noticed one thing:  that each box till now contains power of 2 Kebabs. Hence the answer is 1, 2, 4, 8, 16, 32, 64, 128, 256, 489. This is true for any number of Kebabs.",,2.34,2.13
Spiders and Flies,There was a big web with 13 spiders and flies on it.  There were a total of 94  legs on the web.  How many spiders are there?,8,,2.34,1.46
Airplanes,"There are two airplanes heading straight toward each other. One plane is travelling at 15km per minute, and the other is travelling at 10km per minute. Assuming that the planes are exactly 1000 km apart, what distance will be between them one minute before they meet?","25 kilometers. Since they are travelling at a combined speed of 25 kilometers per minute toward each other, they will be 25 km apart one minute before they meet.",,2.34,1.37
Food,"Two great white sharks were boasting about how much they ate. Jaws said to Teeth, ""I ate 98 pounds of codfish and half as much shrimp. Then I ate 44 bluefish that weighed 3 pounds each, and for dessert I had a 100-pound boat anchor.""
""That's nothing,"" said Teeth. ""I gulped down an entire tuna that weighed 52 kg. Then I ate three tentacles from a giant octopus. They weighed 28 kg each. And for dessert I had a floating life preserver, about 4 and one half kg, I would say.""
So, who ate more?","Jaws ate more than Teeth.
Jaws ate:
98.0 lbs of codfish
49.0 lbs of shrimp (98/2)
132.0 lbs of bluefish (3x44)
100.0 lbs of boat anchor
379.0 lbs TOTAL
Teeth ate:
52.0 kg of tuna
84.0 kg of octopus tentacle (3x28)
4.5 kg of life preserver
140.5 kg TOTAL
To convert pounds to kilograms, multiply by 0.45.
Jaws ate 379 lbs, or 170.55 kg, of food.
Or, to convert kilograms to pounds, multiply by 2.2.
Teeth ate 140.5 kg, or 309.1 lbs, of food.
Either way, Teeth loses.",,2.34,1.68
Averages Aren't So Easy,"A man is biking on a 40 mile trip. He travels the first half of the trip at a speed of 15 miles per hour. If he wants his average speed to be 20 miles per hour, at what speed should he travel during the second half?","30 miles per hour.
Step 1: If he wants an average speed of 20 miles per hour on a 40 mile trip, then he needs to travel for a total time of 2 hours.
Step 2: Since he travels at a speed of 15 miles per hour during the first half of the trip, it takes him 80 minutes for the first half, so he has 40 minutes left to travel 20 miles.
Step 3: Since he needs to travel 20 miles in 40, simply add one half of 40 (20), to make 60 (an hour), and do the same to the 20 miles he needs to travel to find out how many miles per hour he needs to travel.
Complicated, eh?",,2.34,1.63
Empty the Reservoir,"A large fresh water reservoir has two types of drainage systems, small pipes and large pipes. 6 large pipes, on their own, can drain the reservoir in 12 hours. 3 large pipes and 9 small pipes, at the same time, can drain the reservoir in 8 hours. How long will 5 small pipes, on their own, take to drain the reservoir?",21 hours and 36 minutes.,The exact sizes of the pipes and reservoir do not matter.,2.34,1.94
Park It Ranger,"Ranger Cadet Bu Star has just been given the task of moving the five cases of Park Pop soda at the Weiss Pavilion to the Wirth Pavilion, which is 5 miles away. For transportation, Bu must use a MoJoPed, a moped which runs on Park Pop. It can carry, at most, its rider and 25 bottles of soda, i.e., one case in its cargo carrier and one bottle in its fuel tank. It gets one mile to the bottle and is currently empty; it will only move under Pop power. How many unopened bottles can Bu deliver to the second pavilion?
Comments to triflers:
The bottles and cases are hi-tech, so there are no concerns about theft or littering. They can stay parked or be discarded anywhere. Yes, the constant rate of fuel use is unreal, and yes, of course, I am asking for the maximum number of bottles!","80
To achieve this surprising result, Bu must first take the five cases, one at a time, and park them at a point along the route 2 5/18 miles from the Weiss Pavilion. This takes 9 trips of 2 5/18 miles (5 advancing trips interspersed with 4 return trips) for a total of 20.5 miles traveled (9 * 2 5/18 = 20.5) and 20.5 bottles of soda used. Cadet Star now has 99.5 bottles of soda. (5 * 24 - 20.5 = 120 - 20.5 = 99.5) He puts 3.5 of these aside and redistributes the other 96 to completely fill four cases. With one less case to move, Bu will now make 2 fewer trips. The 3.5 bottles set aside are used to move the four cases the next 1/2 mile toward the Wirth Pavilion.   After this, the Wirth Pavilion is just 2 2/9 miles away ( 5 - 2 5/18 - 9/18 = 2 4/18 ). Next, he travels 15 5/9 miles (7 * 2 2/9) using 15 5/9 bottles of soda to complete his trip. The ranger cadet delivers 80 bottles to the pavilion and has 4/9 of a Park Pop to spare. (96 - 15 5/9 = 80 4/9)",There are hints in the comments to triflers and in the title.,2.34,2.76
Number 9,"I am compiling a world almanac, and it now contains lots of pages. I know that it takes 121 digits to print the page numbers in sequence. How many numbered pages does the book have, and how many times does the number 9 appear?","There are 65 pages and the number 9 appears 6 times.
9+56*2=121
9 appears in 9, 19, 29, 39, 49 and 59.",,2.34,1.84
Can You Guess the Number,"Fred and Bob are sitting around, shooting the mathematical breeze, when they decide to play a game of ""Guess the Number"".
Fred tells Bob that he is thinking of a number between 13 and 1313.
Bob asks Fred if the number is below 500.  Fred says, ""Yes.""
Bob asks Fred if the number is a perfect square.  Fred says, ""Yes.""
Bob asks Fred if the number is a perfect cube.  Fred says, ""Yes.""
Fred then tells Bob that one of his answers was incorrect and the number he is thinking of starts with an odd digit greater than 3.
What is the number that Fred is thinking of?","729
To work it out, first separate the numbers at the 500 hundred point and find all of the perfect squares and perfect cubes.
13-499:
Perfect squares - 16, 25, 36, 49, 64, 81, 100, 121, 144, 169, 196, 225, 256, 289, 324, 361, 400, 441, 484
Perfect cubes - 27, 64, 125, 216, 343
Both - 64
500-1313:
Perfect squares - 529, 576, 625, 676, 729, 784, 841, 900, 961, 1024, 1089, 1156, 1225, 1296
Perfect cubes - 512, 729, 1000
Both - 729
In the lists of squares and cubes less than 500, there are no numbers that begin with an odd number greater than 3.  Therefore, we can conclude that the first answer Fred gave was the incorrect one, and that 729 must be the answer.",,2.34,2.13
Planes Apart,"Two planes fly once around the world together.
They both fly at a constant distance above the
surface of the Earth, one above the other.
On completion, one of the planes has travelled
two kilometres further than the other.
(Assume the Earth is a perfect sphere.)
How far apart (in metres) were the two planes?",1000/pi [or 318.3 metres],,2.34,2.16
Volleyball Tournament,"During the recent volleyball tournament, 5 schools were competing. Each school played each other once (single round robin format), with 4 points for a win, 2 points for a draw, 0 points if they lost. Here are the final points after all of the matches:
UC Davis--12
Sonoma St--10
Sac St--8
Chico St--4
Cal Poly ==?==
How many points did Cal Poly end the season with?",6 points; in a single round robin format five teams will play a total of 10 matches.  With ten matches 40 points were possible. The other team points add up to 34; Cal Poly must have 6 points to take the total to 40,,2.34,2.04
Area of a Triangle,"What is the area of a triangle with sides 1, 3, and 4 inches?","It`s impossible to have a triangle with those sides. The sum of two of the sides is equal to the third side. The result would be a straight line, and the area would be zero.",You don`t need a formula to figure this out.,2.34,1.6
Perfect Pyramid,"Arrange the numbers 1 through 10 in the shape of a pyramid (1 number at the peak, 2 numbers in the next row down, 3 in the next row, and 4 in the bottom row).  The numbers must be arranged such that each number is equal to the difference of the two numbers directly below it.  For example, if 5 and 1 are next to each other in the same row, then 4 must be placed on top of them.
To demonstrate, a three-level pyramid using the numbers 1 through 6 could be arranged as follows:
top row:  2
second row:  5 3
bottom row:  6 1 4","top row:  3
second row:  7 4
third row:  2 9 5
bottom row:  8 10 1 6",,2.34,2.48
Columns,"There are two columns, both 100m high (both heading straight up from the ground). A rope is tied to the tops of both columns. The rope is hanging freely and its length is 160m. The lowest point of the rope is exactly 20m from the ground. What is the distance between the two columns?","The distance is zero. The lowest point of the rope divides the rope in half, i.e. 80m each. If you add 80m plus the distance from the ground which is 20m, you get 100m, so the rope must be going straight down...",Draw a picture... and remember no difficult math calculation is needed.,2.34,1.82
Which is More?,Are there more square inches in a piece of carpet 15 yards by 5 yards or feet in a 20 mile walk?,"Feet in a 20 mile walk.
There are 105,600 feet in a 20 mile walk, but only 97,200 square inches in a piece of carpet 15 yards by 5 yards.",,2.34,1.66
Winning Kebabs,"Mad Ade and three friends at the back of the classroom were comparing the numbers of Kebabs they had won at the local Kebab gala. ""I've got one more than you"", said Mad-Ade. ""I've got two more than you"", said one friend to another. ""I've got three more than you"" said one to another. ""I've got four more than you"" , ""I've got five more than you"", ""I've got six more than you"", rang their excited voices, but we don't know who was talking to whom.
If they had won a total of 27 kebabs between them, how many did Mad Ade win?","Mad Ade won five kebabs
There were only four friends, and six differences between them which were given. Therefore every possible difference between the four friends was named and we are looking for four numbers whose six differences are 1, 2, 3, 4, 5 and 6.
The differences between numbers don't change if all the numbers are increased or decreased by the same amount, so we can start by assuming that the first number is one, in which case the largest number (to give a maximum difference of six), must be seven.
We have to fill in the two middle numbers so that the six differences are the numbers 1 to 6. There are just two ways to do this:
1 2 5 7 or 1 3 6 7
The total number of kebabs won in the first case is 1+2+5+7=15, which can be raised to 27 if we add three kebabs to each friends total, making their totals 4, 5, 8 and 10. The total of the second set is, however, 17, which cannot be raised to 27 by increasing each number by the same amount.
Therefore the number of kebabs won by each friend is 4, 5, 8, 10 and Mad Ade, who won one more than one of the other friends, won five kebabs.",,2.33,2.44
Candle Light Kebab,"Mad Ade was studying for his Kebabology examinations at the University of MADADIA. He was doing some final revision before his morning exam, but alas there was a power cut. This was around 1:00 AM. Mad Ade managed to find two candles in the dark and lit them. The two candles were of equal length but one was much thicker than the other.
According to the box the candles were in the thick candle is supposed to last six hours and the thin one two hours less. When Mad Ade finally went to sleep, dreaming of kebabs, the thick candle was twice as long as the thin one.
For how long did Mad Ade study by candle light?","3hrs.
Say the length of the candle is 1 unit. After 1 hr the thick candle will be 5/6 of one unit, the thin candle 3/4. After two hrs the thick candle will be 2/3 (4/6) the size and then thin 1/2 (2/4).  After 3hrs the thick candle will be 1/2 (3/6) and the thin 1/4. As 2* 1/4 = 1/2. The answer is 3hrs.",,2.33,1.98
The Dice Game,"Xavier and Rex were playing a game that involved 5 dice. In each turn, they would roll the 5 dice. Each face of the die is worth a different amount of points. On their first 2 shots, they rolled this:
Xavier 1: 1, 3, 3, 4, 6 = 177 points
Rex 1: 2, 4, 4, 5, 6 = 268 points
Xavier 2: 1, 1, 1, 4, 4 = 203 points
Rex 2: 1, 2, 3, 4, 6 = 216 points
Using this information, can you work out how many points Xavier and Rex each got on their third turn and how many points each face is worth?
Xavier 3: 1, 2, 2, 3, 4 = ?
Rex 3: 1, 3, 4, 6, 6 = ?","Xavier: 281 (Total: 661)
Rex: 151 (Total: 635)
1 = 25 points
2 = 77 points
3 = 38 points
4 = 64 points
5 = 51 points
6 = 12 points
From Xavier's first shot and Rex's second shot, we can deduce that a 2 is worth more than a 3. From Xavier's second shot, we can deduce that a 1 is worth an odd number. By trial and error we can work out the value of each face.",Xavier scored more than Rex and the difference between the two total scores is 26 points.,2.33,2.78
How Many Candies?,"Rob the robot went to the candy-store to buy some candies. He found his favorite gums in front of him, in packages of 225 gums in each.
Though extremely intelligent, he is still a robot, thus capable of using only 1's and 0's.
What is the minimum number of gums that Rob ate that day if he finished all of his packages, and the number of gums contained nothing but 1's and 0's?
Oh yes, and you can't cheat and use binary notation.  The answer is in base 10, but still only uses 1's and 0's.","11,111,111,100
This contains nine ones, so it is divisible by 9, and two 0's at the end, so it is divisible by 25.","Think of the factors of 225, and kids, don't try this at home (or you would suffer from a severe stomach ache).",2.33,2.75
What Four Numbers?,"Using the clues below, what four numbers am I thinking of?
The sum of all the numbers is 31.
One number is odd.
The highest number minus the lowest number is 7.
If you subtract the middle two numbers, it equals two.
There are no duplicate numbers.","The digits are 12, 5, 6, and 8.",,2.33,1.38
Math Matches,"Suppose these lines were some matches. Move just one match to make the following equation correct.
I + II + III = IIII
a) What's after "" = "" cannot be changed.
b) Move only ONE match.","Take a match from ""II"", put it on the middle of ""III"" and you'll have I + I + I + I = IIII.",,2.33,2.29
The Order,"There is a five-digit number having digits 1-9, no two digits being identical. Two are prime numbers, two are square numbers, and one is neither. The third digit is twice the fifth, the fourth is six greater than the second and the last is three less than the first.",73894,,2.33,2.61
Mad Ade's Cows,"Mad Ade has a field of grass that grows equally thick and in a uniform rate. It would take 70 cows 24 days to eat all the grass, or it would take 30 cows 60 days to eat the grass. Unfortunately Mad Ade has only got enough cows to clear the field in 96 days.
How many cows has Mad Ade got?","Mad Ade has 20 cows.
Assume one cow does one unit of work in one day. In the first case with 70 cows, total units of work done = 70x24 = 1680.
In the second case with 30 cows, total units of work done = 30x60 = 1800.
So, in 36 days, the grass has grown = 1800-1680 = 120 units of work.
So, in 36 more days, i.e. 96 days, total units of work required = 1800 + 120 = 1920.
No. of cows required = 1920/96 = 20.",,2.33,2.24
Pets and Players,"Imelda's class of 36 has taken a survey of students. Among other survey results were the following statistics:
1. The ratio of those who play sports to the total surveyed is 7:12.
2. Among the sports players, the ratio of sports players who are pet owners to the total number of sports players is 3:7.
How many of the sports players are not pet owners?","There are 12 sports players who are not pet owners.
To find the number of sports players, write an equivalent fraction for  with a denominator of 36: 7/12=21/36. So there are 21 sports players.
Now, to find how many of the 21 sports players are pet owners, write an equivalent fraction for  with a denominator of 21: 3/7=9/21. So 9 sports players are pet owners, and 21 - 9 = 12 sports players who are not pet owners.",Make use of equivalent fractions.,2.33,1.72
Picking Apples,"There once was a man who liked to pick apples from his big old apple tree. On the first day he picked 1 apple, on the second he picked 2 apples, on the third he picked 4 apples. On the fourth he picked 8 apples. If this pattern continues, then how many days will it take him to pick 67,108,864 apples???",It will take 27 days,"The operation I'd use:
1X1 = 1
1X2 = 2
2X2 = 4
4X2 = 8",2.33,1.95
Three Digits,"Using the same digit three times, the number 24 can be made in different ways. One of the ways is 8 + 8 + 8.
Find three other ways of using three digits (all the same) to make 24.","22 + 2
3^3 - 3
9 x sqrt(9) - sqrt(9)",,2.33,2.08
2 Brothers and 2 Sisters,Each child in a family has at least 2 brothers and 2 sisters. What is the smallest number of children the family might have?,"6. If each boy in the family has at least 2 brothers, then the smallest number of boys is 3. Similarly, if each girl in the family has at least 2 sisters, then the smallest number of girls is 3. Thus, the smallest number of children the family might have is 6.",,2.33,0.93
Poor Robot,"Jilbert is delighted at her new purchase of a Wheelie Bot (robot). She looks at the box it came in, and reads that it is 'guaranteed to travel 10km on a single battery'. Wow, what a long way! Jilbert puts her Wheelie Bot on a specially designed 1-meter radius circular track, for exercise, and then leaves for the night. The Wheelie Bot starts moving, completing one lap every twenty seconds!
Three hours after Jilbert leaves, her little sister Harriet arrives and sees the new toy. Shrieking with excitement Harriet shouts 'faster, go on, faster'. The Wheelie Bot complies and starts going five times its original speed, zooming around the track again and again - poor Wheelie Bot :( When Jilbert got back and saw her poor Wheelie Bot exhausted she was not a happy sister!
The question is :
How many minutes in total did it take for the Wheelie Bot to run out of batteries?? (please round your answer down to the nearest minute)",250 minutes,,2.33,1.96
Trip to Pinewood,"The drive from Oakland to Pinewood was a tricky one. I covered the uphill distance of 70 miles at 42 miles per hour. The return journey from Pinewood to Oakland was downhill, and I managed to drive at 56 miles per hour. What was my average speed for the entire journey?","My average speed was 48 miles per hour.
Total distance = 2 x 70  miles.
Time for uphill journey (from Oakland to Pinewood) = 70 / 42  hours.
Time for downhill journey (from Pinewood to Oakland) = 70 / 56  hours.
Total time = (70 / 42) + (70 / 56) = 2 x 70 / 48  hours.
Average speed = Total distance / Total time = 48  miles per hour.",,2.33,1.42
Two 3's,Your mission is to come up with an equation that will equal twenty.  The catch is that you can only use two 3's (example: 3+3=6).  You can use any function you want but the total must be 20.,"The first three, is 3(factorial).  That means 3x2x1.  That equals 6.  Divide that by .3, and you have your answer.",,2.33,2.9
Dozens and Dozens,"Which is more:
Buns in a dozen baker's dozens or hours in a week?",Hours in a week; there are 156 buns in a dozen baker's dozens and 168 hours in a week.,,2.33,1.26
Sir Mad and The Dragon,"During the Medieval period of Madadian history the land was terrorised with strange creatures, like the legendary Georgian Dragon that roamed the hills of the lower Madadian Forest.
Young Sir Mad Ade, knight of the periodic table, was dispatched by the King to dispense with the infamous Dragon.
The task was not as straight forward as in may seem, as the Georgian Dragon had three heads and three tails. If this was not bad enough there was even more of a problem, the dragon had certain regenerative powers, so if one head is chopped off, a new head grows, also if Sir Mad Ade is to chop off one tail, two new tails grow.
If  Sir Mad hacks off two tails, one new head grows. But if two heads are chopped off, nothing grows.
Young Sir Mad has with him a magical sword, blessed by the lady of the boating lake. The sword is capable of removing with a single blow either one head or two heads, or one tail or two tails, but never a combination of a head or a tail in one blow.
What is the smallest number of strokes required by Sir Mad Ade to chop off all heads and tails of the dragon, thus killing it?","Sir Mad Ade managed it in nine strokes.
The best way to achieve this is that all of the tails must be converted to heads in such a way that the dragon is left with an even number of heads.
The way Sir Mad did this in the smallest number of strokes was to first convert the three tails to six tails by using three one-tail strokes, then converting the six tails to three heads via three two-tail strokes. Finally, the now six-headed dragon can be killed with three two-head strokes.
Thus, total of nine strokes to chop off all heads and tails of the dragon.",,2.33,2.24
1-9 = 1:5,"Arrange the numbers 1 through 9 to form two numbers that appear in a 1:5 ratio, using each number only once.
eg. If it were the numbers 1 through 3 in a 1:4 ratio the answer would be:
3:12","Possible solutions:
2697 / 13485
2769 / 13845
2937 / 14685
2967 / 14835
2973 / 14865
3297 / 16485
3729 / 18645
6297 / 31485
7629 / 38145
9237 / 46185
9627 / 48135
9723 / 48615",,2.33,2.69
Pigs 2,"Farmer Brown owns one pregnant pig. How many pigs will he have after:
1) The pig gives birth to 7 pigs,
2) 3 of those give birth to 8 each,
3) 2 of them give birth to 4 each,
4) 1 of those pigs gives birth to 10 pigs?
Assume that two pigs die in every litter of eight or more pigs.","He will have 40 pigs.
1) The pig gives birth to 7 pigs = 8
2) 3 of those give birth to 8 each = 26 (two pigs die after every eight born)
3) 2 of them give birth to 4 each = 32
4) 1 of those pigs gives birth to 10 pigs = 40 (two pigs die after every eight born)",,2.33,1.74
Minutes Apart,"Fifty minutes ago, it was four times as many minutes past  7 P.M. as the number of minutes it currently is until 10 P.M.
What is the current time?","The current time is 9:34 P.M.
Fifty minutes ago the time was 8:44, which is 104 minutes past 7:00.
It is currently 26 minutes until  10 P.M.   104 = 4 x 26.",,2.33,2.16
Strange Room,"In the house of Mad Ade there is a strange room.  In this strange room are 6 strange rugs and on each rug are 6 strange 6-legged tables.  On each of the 6 strange 6-legged tables are 6 strange 6-legged creatures.
How many legs are in the strange room of Mad Ade's if there
are no humans in the room?","1,512.
Here's how:
6 rugs, each with 6 tables on them, so there are 36 tables.
Each table has 6 legs, or 216 legs total (36 X 6).
Each table has 6 creatures on it, so there are 216 creatures (36 X 6).
Each creature has 6 legs, so there are 1,296 creature legs (216 X 6).
216 table legs + 1,296 creature legs = 1,512 total legs.",,2.33,1.87
Madadian Wonks,"""I see you have a Madadian stamp there, from the legendary country of MADADIA. Very nice design, especially the picture of Crown Prince Mad Ade eating a kebab. Do you have any more?"" asked Norma Leigh-Sober. ""No. I did have a 3-wonk, a 9-wonk, a 10-wonk, a 12-wonk, a 13-wonk, and a 14-wonk stamp,"" replied Rod Wolloper,  ""But at the airport I used five of them to mail a postcard and a letter. The letter took twice as much postage as the postcard, and that left me with only this one stamp.""
What was its value (in wonk)?","The total value of the stamps is  (3 + 9 + 10 + 12 + 13 + 14) = 61
The 5 stamps used at the airport totalled a multiple of 3 wonk, so the remaining stamp must be of value = 1(mod 3).  The only stamps meeting this condition are the 10-wonk and the 13-wonk. Assume the 13-wonk stamp remains. Then the total postage was
(3 + 9 + 10 + 12 + 14) = 48 = (16)
But no combination of stamps will make 16, so the 13-wonk must not be the remaining stamp. If 10-wonk stamp remains, the total postage is
(3 + 9 + 12 + 13 + 14) = 51 = (17)
Thus the postcard took (3 + 14) = 17 wonk, the letter took (9 + 12 + 13) = 34 wonk, and the 10-wonk stamp remains.",,2.33,2.07
9 Times the Sum,There is a number that is 9 times the sum of its digits. What is this number?,81,,2.32,1.1
Vampires,"Vampire numbers are the products of two progenitor numbers that when multiplied survive, scrambled together, in the vampire number.  Consider one such case:  27x81=2,187.  Another vampire number is 1,435, which is the product of 35 and 41.  Find others.","21x60=1,260
15x93=1,395
1,234,554,321 x 9,162,361,086 = 11,311,432,469,283,552,606 with others that also work",,2.32,2.96
Beggars,"In the legendary country of MADADIA. Crowned Prince Mad Ade the second said: ""If I were to give seven coins to each beggar at my door, I would have twenty-four coins left. I lack thirty-two coins for being able to give them nine coins apiece.""
How many beggars were there, and how many coins did Crowned Prince Mad Ade have?",28 beggars and 220 coins,,2.32,1.89
